               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,             0.01659,           0.0077789,           0.0014947,             0.99364,                   1,               0.995,             0.89103,            0.017474,           0.0080191,           0.0023531,            0.002278,            0.002278,            0.002278
                  80,            0.016066,           0.0085839,           0.0013786,             0.99352,                   1,               0.995,             0.87798,            0.018492,           0.0081785,           0.0023526,            0.002179,            0.002179,            0.002179
                  81,            0.017111,           0.0088789,           0.0015395,             0.99365,                   1,               0.995,             0.90798,             0.01677,           0.0082041,           0.0023805,             0.00208,             0.00208,             0.00208
                  82,            0.016373,           0.0079725,           0.0014553,             0.99369,                   1,               0.995,             0.88913,            0.017675,           0.0081397,           0.0023933,            0.001981,            0.001981,            0.001981
                  83,             0.01617,           0.0078504,           0.0013733,             0.99363,                   1,               0.995,             0.88818,            0.017351,           0.0080163,           0.0023679,            0.001882,            0.001882,            0.001882
                  84,            0.015665,           0.0080051,           0.0014015,             0.99381,                   1,               0.995,             0.88527,            0.018742,           0.0082299,           0.0023655,            0.001783,            0.001783,            0.001783
                  85,            0.015609,            0.008517,           0.0014126,             0.99376,                   1,               0.995,              0.8872,            0.016646,           0.0080562,           0.0023518,            0.001684,            0.001684,            0.001684
                  86,            0.014824,            0.008413,           0.0013165,             0.99391,                   1,               0.995,             0.87528,            0.018615,           0.0083445,           0.0023094,            0.001585,            0.001585,            0.001585
                  87,            0.016079,            0.008458,           0.0014515,             0.99407,                   1,               0.995,             0.90564,            0.016442,           0.0080858,           0.0022493,            0.001486,            0.001486,            0.001486
                  88,            0.015998,           0.0076741,            0.001619,             0.99414,                   1,               0.995,             0.90439,            0.016533,           0.0081976,             0.00221,            0.001387,            0.001387,            0.001387
                  89,            0.014988,           0.0083322,           0.0014594,             0.99415,                   1,               0.995,             0.90492,            0.016423,           0.0079597,           0.0021837,            0.001288,            0.001288,            0.001288
                  90,            0.014315,           0.0072476,           0.0011516,             0.99422,                   1,               0.995,             0.91198,            0.016136,           0.0079017,           0.0021856,            0.001189,            0.001189,            0.001189
                  91,            0.013883,           0.0074237,           0.0012199,             0.99428,                   1,               0.995,             0.89997,            0.016325,           0.0077694,           0.0021487,             0.00109,             0.00109,             0.00109
                  92,             0.01463,           0.0076763,           0.0014153,             0.99424,                   1,               0.995,              0.8952,            0.016271,           0.0076921,           0.0021357,            0.000991,            0.000991,            0.000991
                  93,             0.01357,           0.0079099,           0.0012919,             0.99415,                   1,               0.995,             0.90317,            0.016429,           0.0076724,           0.0021349,            0.000892,            0.000892,            0.000892
                  94,             0.01413,           0.0081247,           0.0013184,               0.994,                   1,               0.995,             0.91824,            0.015883,           0.0076584,            0.002165,            0.000793,            0.000793,            0.000793
                  95,            0.014003,            0.007918,           0.0012578,             0.99408,                   1,               0.995,             0.89678,            0.016271,           0.0077514,           0.0021899,            0.000694,            0.000694,            0.000694
                  96,            0.013435,           0.0073683,           0.0011019,              0.9941,                   1,               0.995,             0.89962,            0.016536,           0.0077167,           0.0021894,            0.000595,            0.000595,            0.000595
                  97,            0.012988,             0.00743,           0.0011273,             0.99408,                   1,               0.995,             0.89144,            0.016257,           0.0076642,           0.0021888,            0.000496,            0.000496,            0.000496
                  98,            0.013626,           0.0080349,           0.0012164,             0.99417,                   1,               0.995,             0.90867,            0.016074,           0.0076279,           0.0021787,            0.000397,            0.000397,            0.000397
                  99,            0.013417,           0.0078932,           0.0012609,             0.99416,                   1,               0.995,             0.90148,            0.016055,           0.0076345,           0.0021676,            0.000298,            0.000298,            0.000298
