               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.023617,            0.013736,           0.0020326,             0.99321,                   1,               0.995,             0.79785,            0.020679,            0.012519,           0.0031397,            0.001684,            0.001684,            0.001684
                  86,            0.023511,            0.013694,           0.0018626,             0.99399,                   1,               0.995,             0.77507,            0.021177,            0.012581,           0.0028844,            0.001585,            0.001585,            0.001585
                  87,            0.022881,            0.013654,           0.0021372,             0.99397,                   1,               0.995,               0.823,            0.019978,            0.012538,           0.0028369,            0.001486,            0.001486,            0.001486
                  88,            0.023651,            0.012854,           0.0023195,             0.99347,                   1,               0.995,             0.81284,            0.021155,            0.012615,           0.0028747,            0.001387,            0.001387,            0.001387
                  89,            0.022534,            0.013554,           0.0019361,             0.99291,                   1,               0.995,             0.80384,             0.02108,            0.012577,            0.002954,            0.001288,            0.001288,            0.001288
                  90,            0.021693,            0.012142,           0.0015441,             0.99335,                   1,               0.995,             0.82355,            0.020013,             0.01242,           0.0028715,            0.001189,            0.001189,            0.001189
                  91,            0.021364,            0.012759,           0.0015881,             0.99359,                   1,               0.995,             0.82122,            0.020057,            0.012318,           0.0028887,             0.00109,             0.00109,             0.00109
                  92,            0.021796,            0.012828,           0.0019242,             0.99356,                   1,               0.995,             0.80618,            0.020068,            0.012495,           0.0029504,            0.000991,            0.000991,            0.000991
                  93,            0.021211,            0.013016,           0.0017306,             0.99371,                   1,               0.995,              0.8186,            0.020096,            0.012499,           0.0029316,            0.000892,            0.000892,            0.000892
                  94,            0.022444,            0.013603,            0.001761,             0.99356,                   1,               0.995,             0.81813,            0.020384,            0.012519,           0.0030695,            0.000793,            0.000793,            0.000793
                  95,             0.02193,            0.013146,           0.0017469,             0.99391,                   1,               0.995,             0.81905,            0.020386,            0.012535,           0.0031657,            0.000694,            0.000694,            0.000694
                  96,            0.020944,            0.012342,           0.0016915,             0.99409,                   1,               0.995,             0.81551,             0.01974,            0.012368,           0.0029721,            0.000595,            0.000595,            0.000595
                  97,            0.019897,            0.012389,           0.0015425,             0.99402,                   1,               0.995,             0.83162,             0.01973,            0.012304,           0.0029093,            0.000496,            0.000496,            0.000496
                  98,            0.020437,            0.012992,           0.0017255,             0.99405,                   1,               0.995,             0.83913,            0.019833,            0.012278,           0.0029143,            0.000397,            0.000397,            0.000397
                  99,            0.020844,            0.012859,           0.0017396,             0.99418,                   1,               0.995,             0.84474,            0.019651,             0.01216,           0.0029231,            0.000298,            0.000298,            0.000298
